Transaction,TransactionOld,TransDate,Machine,Product,Type,Coil,Price,Quantity,LineTotal,TransTotal,BasketSize,Healthy,Category,Group
0,14515778905,1/1/22,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Credit,148,3.5,1,3.5,3.5,1,TRUE,Carbonated,Drink
1,14516018629,1/1/22,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Credit,148,3.5,1,3.5,5,2,TRUE,Carbonated,Drink
2,14516018629,1/1/22,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Credit,123,1.5,1,1.5,5,2,FALSE,Salty,Food
3,14516020373,1/1/22,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Credit,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4,14516021756,1/1/22,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Credit,148,3.5,1,3.5,3.5,1,TRUE,Carbonated,Drink
5,14517568743,1/2/22,BSQ Mall x1364 - Zales,Bai Antioxidant - Brasilia BB,Cash,146,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
6,14518731524,1/3/22,BSQ Mall x1364 - Zales,Miss Vickie's Potato Chip - Sea Salt & Vinega,Cash,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7,14519162059,1/3/22,Earle Asphalt x1371,Miss Vickie's Potato Chip - Lime & Cracked Pe,Credit,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
8,14519670154,1/3/22,GuttenPlans x1367,Monster Energy Original,Credit,144,3,1,3,3,1,FALSE,Carbonated,Drink
9,14520315330,1/3/22,Earle Asphalt x1371,Seapoint Farms Dry Roasted Edamame - Wasabi,Credit,134,2.5,1,2.5,2.5,1,TRUE,Salty,Food
10,14520522827,1/3/22,GuttenPlans x1367,Snapple Diet Tea - Lemon,Cash,143,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
11,14520523909,1/3/22,GuttenPlans x1367,Skinny Pop Popcorn,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
12,14520526471,1/3/22,GuttenPlans x1367,Stretch Island Fruit Leathers Snacks - Variet,Cash,131,1,1,1,1,1,TRUE,Sweet,Food
13,14520549978,1/3/22,Earle Asphalt x1371,KitKat - Crisp Wafers,Credit,136,1.75,1,1.75,1.75,1,FALSE,Sweet,Food
14,14520565434,1/3/22,GuttenPlans x1367,Skinny Pop Popcorn,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
15,14520852487,1/3/22,Earle Asphalt x1371,Wonderful Pistachios - Variety,Cash,132,2,1,2,2,1,TRUE,Salty,Food
16,14521022594,1/3/22,Earle Asphalt x1371,Wonderful Pistachios - Variety,Cash,132,2,1,2,2,1,TRUE,Salty,Food
17,14521288291,1/3/22,BSQ Mall x1366 - ATT,Monster Energy Original,Credit,146,3,1,3,3,1,FALSE,Carbonated,Drink
18,14521610477,1/3/22,GuttenPlans x1367,Snapple Diet Tea - Lemon,Cash,143,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
19,14522404967,1/3/22,GuttenPlans x1367,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
20,14522580949,1/3/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
21,14522634264,1/4/22,GuttenPlans x1367,Spindrift - Sparkling Water  Lime,Cash,140,1,1,1,1,1,TRUE,Carbonated,Drink
22,14522634805,1/4/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,134,2,1,2,2,1,FALSE,Sweet,Food
23,14522946212,1/4/22,BSQ Mall x1366 - ATT,Miss Vickie's Potato Chip - Sea Salt Original,Credit,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
24,14522947106,1/4/22,BSQ Mall x1364 - Zales,KitKat - Crisp Wafers,Credit,130,2,2,4,4,1,FALSE,Sweet,Food
25,14524620560,1/4/22,GuttenPlans x1367,Jacks Links Bar Beef Strip,Cash,137,2,1,2,2,1,FALSE,Salty,Food
26,14524674062,1/4/22,Earle Asphalt x1371,Wonderful Pistachios - Variety,Cash,132,2,1,2,2,1,TRUE,Salty,Food
27,14525272529,1/4/22,BSQ Mall x1364 - Zales,Vitamin Water - XXX Acai BB Pomegranate,Cash,147,2.75,1,2.75,2.75,1,TRUE,Water,Drink
28,14526266403,1/4/22,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Cash,122,1.5,1,1.5,1.5,1,FALSE,Salty,Food
29,14526267747,1/4/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,134,2,1,2,2,1,FALSE,Sweet,Food
30,14526269922,1/4/22,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Cash,122,1.5,1,1.5,1.5,1,FALSE,Salty,Food
31,14526308615,1/4/22,GuttenPlans x1367,Spindrift - Sparkling Water  Lime,Cash,140,1,1,1,1,1,TRUE,Carbonated,Drink
32,14526311069,1/4/22,GuttenPlans x1367,Spindrift - Sparkling Water  Lime,Cash,140,1,1,1,1,1,TRUE,Carbonated,Drink
33,14526315544,1/4/22,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Cash,138,1,1,1,1,1,TRUE,Sweet,Food
34,14526868345,1/4/22,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Cash,122,1.5,1,1.5,1.5,1,FALSE,Salty,Food
35,14527060118,1/4/22,GuttenPlans x1367,Oreo Mini,Cash,123,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
36,14527060163,1/4/22,GuttenPlans x1367,Nutter Butter Bites,Cash,124,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
37,14527909078,1/5/22,BSQ Mall x1366 - ATT,Monster Energy Original,Credit,146,3,1,3,3,1,FALSE,Carbonated,Drink
38,14528521163,1/5/22,GuttenPlans x1367,Jack Links Beef Steak Original,Credit,133,2,1,2,2,1,FALSE,Salty,Food
39,14529356146,1/5/22,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Cash,133,2,1,2,2,1,TRUE,Salty,Food
40,14529986281,1/5/22,Earle Asphalt x1371,Wonderful Pistachios - Variety,Cash,132,2,1,2,2,1,TRUE,Salty,Food
41,14531183749,1/5/22,GuttenPlans x1367,Skinny Pop Popcorn,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
42,14531184665,1/5/22,GuttenPlans x1367,Good Health Veggie Stix - Zesty Ranch,Cash,112,1.5,1,1.5,1.5,1,TRUE,Salty,Food
43,14531187276,1/5/22,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Cash,138,1,1,1,1,1,TRUE,Sweet,Food
44,14531630062,1/5/22,GuttenPlans x1367,Nutter Butter Bites,Cash,124,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
45,14531739810,1/5/22,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Cash,138,1,1,1,1,1,TRUE,Sweet,Food
46,14532003173,1/6/22,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Cash,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
47,14533110987,1/6/22,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
48,14533291930,1/6/22,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Cash,143,2,1,2,2,1,TRUE,Water,Drink
49,14533912503,1/6/22,Earle Asphalt x1371,Wonderful Pistachios - Variety,Cash,132,2,1,2,2,1,TRUE,Salty,Food
50,14534190801,1/6/22,Earle Asphalt x1371,Wonderful Pistachios - Variety,Cash,132,2,1,2,2,1,TRUE,Salty,Food
51,14534436227,1/6/22,Earle Asphalt x1371,Wonderful Pistachios - Variety,Cash,132,2,1,2,2,1,TRUE,Salty,Food
52,14534931183,1/6/22,GuttenPlans x1367,Mini Chips Ahoy,Cash,120,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
53,14534948803,1/6/22,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Cash,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
54,14534949842,1/6/22,GuttenPlans x1367,Newtons Fig Bar,Cash,136,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
55,14535309081,1/6/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,134,2,1,2,2,1,FALSE,Sweet,Food
56,14535945579,1/6/22,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Cash,122,1.5,1,1.5,1.5,1,TRUE,Salty,Food
57,14535978454,1/6/22,BSQ Mall x1364 - Zales,Bai Antioxidant - Brasilia BB,Cash,146,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
58,14536628655,1/7/22,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Cash,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
59,14537349549,1/7/22,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
60,14539507650,1/7/22,BSQ Mall x1364 - Zales,Bubly - Grapefruit,Cash,142,1.5,1,1.5,1.5,1,TRUE,Water,Drink
61,14539513305,1/7/22,BSQ Mall x1364 - Zales,Poland Springs Water,Cash,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
62,14539683541,1/7/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,134,2,1,2,2,1,FALSE,Sweet,Food
63,14540735288,1/7/22,GuttenPlans x1367,Oreo Mini,Cash,123,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
64,14540737437,1/7/22,GuttenPlans x1367,Oreo Mini,Cash,123,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
65,14541059295,1/8/22,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Cash,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
66,14541060237,1/8/22,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Cash,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
67,14541788105,1/8/22,BSQ Mall x1366 - ATT,Chum Fruit Bites - Mango/Strawberry,Credit,124,1.25,1,1.25,1.25,1,TRUE,Sweet,Food
68,14542451941,1/8/22,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
69,14542482305,1/8/22,BSQ Mall x1364 - Zales,Zevia Zero Calorie Energy - Mango Ginger,Cash,148,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
70,14542483837,1/8/22,BSQ Mall x1364 - Zales,Poland Springs Water,Cash,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
71,14542819137,1/8/22,Earle Asphalt x1371,V8 Vegetable Juice - Original,Cash,142,1.5,1,1.5,1.5,1,TRUE,Non Carbonated,Drink
72,14542825549,1/8/22,Earle Asphalt x1371,BodyArmor LYTE  - Peach Mango,Cash,148,2,1,2,2,1,TRUE,Water,Drink
73,14543096083,1/8/22,BSQ Mall x1366 - ATT,SunChips Multigrain - Harvest Cheddar,Cash,125,1.5,1,1.5,1.5,1,TRUE,Salty,Food
74,14543096516,1/8/22,BSQ Mall x1366 - ATT,SunChips Multigrain - Harvest Cheddar,Cash,125,1.5,1,1.5,1.5,1,TRUE,Salty,Food
75,14543336255,1/8/22,BSQ Mall x1366 - ATT,Good Health Veggie Stix - Sea Salt,Credit,110,1.5,1,1.5,1.5,1,TRUE,Salty,Food
76,14544244171,1/9/22,Earle Asphalt x1371,Good Health Veggie Stix - Sea Salt,Cash,113,1.5,1,1.5,1.5,1,TRUE,Salty,Food
77,14545364044,1/9/22,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Cash,143,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
78,14546537768,1/10/22,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
79,14546538857,1/10/22,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
80,14548352210,1/10/22,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Cash,133,2,1,2,2,1,TRUE,Salty,Food
81,14548805292,1/10/22,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Cash,138,2,1,2,2,1,TRUE,Carbonated,Drink
82,14549326831,1/10/22,BSQ Mall x1366 - ATT,Good Health Veggie Stix - Sea Salt,Credit,110,1.5,1,1.5,1.5,1,TRUE,Salty,Food
83,14550134896,1/10/22,GuttenPlans x1367,Mini Chips Ahoy,Cash,120,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
84,14550138968,1/10/22,GuttenPlans x1367,Mini Chips Ahoy,Cash,120,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
85,14550655562,1/10/22,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Credit,143,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
86,14550656367,1/10/22,BSQ Mall x1366 - ATT,Larabar - Peanut Butter chocolate Chip,Credit,133,2,1,2,2,1,TRUE,Sweet,Food
87,14550871574,1/11/22,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Cash,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
88,14551808042,1/11/22,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
89,14552516890,1/11/22,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
90,14552733245,1/11/22,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Credit,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
91,14552862313,1/11/22,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Credit,143,2,1,2,2,1,TRUE,Water,Drink
92,14552937252,1/11/22,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Cash,133,2,1,2,2,1,TRUE,Salty,Food
93,14552939523,1/11/22,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Cash,138,2,1,2,2,1,TRUE,Carbonated,Drink
94,14553464403,1/11/22,Earle Asphalt x1371,SunChips Multigrain - Salsa,Cash,112,1.5,1,1.5,1.5,1,TRUE,Salty,Food
95,14554766171,1/11/22,GuttenPlans x1367,Mini Chips Ahoy,Cash,120,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
96,14554772789,1/11/22,GuttenPlans x1367,Takis - Hot Chilli Pepper & Lime,Cash,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
97,14556408318,1/12/22,Earle Asphalt x1371,SunChips Multigrain - Salsa,Credit,112,1.5,1,1.5,1.5,1,TRUE,Salty,Food
98,14557931817,1/12/22,Earle Asphalt x1371,Miss Vickie's Potato Chip - Lime & Cracked Pe,Cash,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
99,14558327394,1/12/22,BSQ Mall x1366 - ATT,Bai Antioxidant - Molokai Coconut,Cash,144,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
100,14558748149,1/12/22,Earle Asphalt x1371,Seapoint Farms Dry Roasted Edamame - Wasabi,Cash,134,2.5,1,2.5,2.5,1,TRUE,Salty,Food
101,14559129065,1/12/22,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
102,14559130790,1/12/22,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
103,14559155611,1/12/22,BSQ Mall x1364 - Zales,Poland Springs Water,Cash,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
104,14559158935,1/12/22,BSQ Mall x1364 - Zales,Poland Springs Water,Cash,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
105,14560200727,1/12/22,GuttenPlans x1367,Chum Fruit Bites - Mango/Strawberry,Credit,132,1.25,1,1.25,1.25,1,TRUE,Sweet,Food
106,14563310566,1/13/22,Earle Asphalt x1371,Monster Energy  Zero Ultra,Cash,146,3,1,3,3,1,TRUE,Carbonated,Drink
107,14563329503,1/13/22,Earle Asphalt x1371,Takis - Hot Chilli Pepper & Lime,Cash,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
108,14563516111,1/13/22,Earle Asphalt x1371,Cheetos Baked - Flaming Hot,Cash,124,1.5,1,1.5,1.5,1,FALSE,Salty,Food
109,14563576202,1/13/22,BSQ Mall x1364 - Zales,Poland Springs Water,Cash,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
110,14564406933,1/13/22,GuttenPlans x1367,Chesters Fries Flaming hot,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
111,14564409465,1/13/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Jalapeno,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
112,14564514322,1/13/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
113,14564519839,1/13/22,GuttenPlans x1367,Red Bull - Original,Credit,148,3,1,3,3,1,FALSE,Carbonated,Drink
114,14564653620,1/13/22,BSQ Mall x1364 - Zales,Ruffles Baked  - Cheddar & Sour Cream,Credit,123,1.5,1,1.5,1.5,1,TRUE,Salty,Food
115,14564773615,1/13/22,GuttenPlans x1367,Chesters Fries Flaming hot,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
116,14564774110,1/13/22,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Cash,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
117,14564911978,1/13/22,GuttenPlans x1367,KitKat - Crisp Wafers,Credit,134,2,1,2,2,1,FALSE,Sweet,Food
118,14564961879,1/13/22,GuttenPlans x1367,Chesters Fries Flaming hot,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
119,14564963925,1/13/22,GuttenPlans x1367,Mini Chips Ahoy,Cash,120,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
120,14564967520,1/13/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
121,14565053127,1/13/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
122,14565327901,1/14/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Jalapeno,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
123,14565335876,1/14/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
124,14565871342,1/14/22,GuttenPlans x1367,Ritz Bits Cheese,Credit,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
125,14566626651,1/14/22,Earle Asphalt x1371,CheezIt - Original,Cash,121,1.25,1,1.25,1.25,1,FALSE,Salty,Food
126,14566645406,1/14/22,GuttenPlans x1367,Takis FUGEO mini,Cash,122,1.25,1,1.25,1.25,1,FALSE,Salty,Food
127,14566647281,1/14/22,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Cash,143,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
128,14566658956,1/14/22,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
129,14567065857,1/14/22,Earle Asphalt x1371,CheezIt - Original,Cash,121,1.25,1,1.25,1.25,1,FALSE,Salty,Food
130,14567581851,1/14/22,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Credit,122,1.5,1,1.5,1.5,1,TRUE,Salty,Food
131,14567951976,1/14/22,Earle Asphalt x1371,CheezIt - Original,Cash,121,1.25,1,1.25,1.25,1,FALSE,Salty,Food
132,14568052947,1/14/22,BSQ Mall x1364 - Zales,Seapoint Farms Dry Roasted Edamame - Wasabi,Cash,135,2.5,1,2.5,2.5,1,TRUE,Salty,Food
133,14568186832,1/14/22,BSQ Mall x1366 - ATT,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
134,14568399014,1/14/22,Earle Asphalt x1371,BodyArmor LYTE  - Berry Punch,Cash,143,2.5,1,2.5,2.5,1,TRUE,Water,Drink
135,14568402590,1/14/22,Earle Asphalt x1371,Monster Energy  Zero Ultra,Cash,146,3,1,3,3,1,TRUE,Carbonated,Drink
136,14568484969,1/14/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3,1,3,3,1,FALSE,Carbonated,Drink
137,14568515212,1/14/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
138,14568567601,1/14/22,GuttenPlans x1367,Monster Energy Original,Credit,146,3,1,3,3,1,FALSE,Carbonated,Drink
139,14568615335,1/14/22,BSQ Mall x1366 - ATT,V8 Vegetable Juice - Original,Cash,141,1.5,1,1.5,1.5,1,TRUE,Non Carbonated,Drink
140,14568646555,1/14/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
141,14568662299,1/14/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
142,14568794737,1/14/22,Earle Asphalt x1371,V8 Vegetable Juice - Original,Cash,142,1.5,1,1.5,1.5,1,TRUE,Non Carbonated,Drink
143,14569115940,1/14/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
144,14569150082,1/14/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
145,14569150926,1/14/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
146,14569463108,1/14/22,GuttenPlans x1367,Mini Chips Ahoy,Cash,120,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
147,14569513981,1/14/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
148,14569526668,1/14/22,GuttenPlans x1367,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
149,14569561723,1/14/22,GuttenPlans x1367,Good Health Veggie Stix - Sea Salt,Cash,114,1.5,1,1.5,1.5,1,TRUE,Salty,Food
150,14569564302,1/14/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Smokehouse BBQ,Cash,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
151,14569564760,1/14/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
152,14569596909,1/14/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
153,14569601233,1/14/22,GuttenPlans x1367,Chesters Fries Flaming hot,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
154,14569910141,1/15/22,GuttenPlans x1367,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
155,14569911139,1/15/22,GuttenPlans x1367,Chesters Fries Flaming hot,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
156,14570329106,1/15/22,GuttenPlans x1367,Red Bull - Original,Credit,148,3,1,3,3,1,FALSE,Carbonated,Drink
157,14570742020,1/15/22,BSQ Mall x1366 - ATT,V8 Vegetable Juice - Original,Cash,141,1.5,1,1.5,1.5,1,TRUE,Non Carbonated,Drink
158,14571239689,1/15/22,BSQ Mall x1364 - Zales,Vitamin Water - Ice Cool Blue Lavender,Credit,145,2.75,2,5.5,5.5,1,TRUE,Water,Drink
159,14571524565,1/15/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3,1,3,3,1,FALSE,Carbonated,Drink
160,14571607101,1/15/22,BSQ Mall x1366 - ATT,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
161,14571627828,1/15/22,BSQ Mall x1366 - ATT,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
162,14571821821,1/15/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
163,14571850001,1/15/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Jalapeno,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
164,14571861014,1/15/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Jalapeno,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
165,14571910161,1/15/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
166,14571911346,1/15/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Jalapeno,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
167,14571958626,1/15/22,GuttenPlans x1367,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
168,14572175555,1/15/22,BSQ Mall x1366 - ATT,CheezIt - White Cheddar,Cash,121,1.25,1,1.25,1.25,1,FALSE,Salty,Food
169,14572223955,1/15/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
170,14572516391,1/15/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
171,14572518122,1/15/22,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Credit,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
172,14572574777,1/15/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
173,14572575325,1/15/22,GuttenPlans x1367,Jack Links Beef Steak Original,Cash,133,2,1,2,2,1,FALSE,Salty,Food
174,14572575797,1/15/22,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Cash,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
175,14573858783,1/16/22,BSQ Mall x1364 - Zales,Nature's Valley Crunchy Granola Bar - Oats &,Credit,136,1.25,1,1.25,1.25,1,TRUE,Sweet,Food
176,14574010792,1/16/22,BSQ Mall x1366 - ATT,Lays Baked - Original,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
177,14574141888,1/16/22,BSQ Mall x1366 - ATT,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
178,14574145196,1/16/22,BSQ Mall x1366 - ATT,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
179,14574836578,1/17/22,BSQ Mall x1364 - Zales,Bai Antioxidant - Zambia Bingcherry,Credit,146,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
180,14576136011,1/17/22,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Cash,133,2,1,2,2,1,TRUE,Salty,Food
181,14576137173,1/17/22,Earle Asphalt x1371,Seapoint Farms Dry Roasted Edamame - Wasabi,Cash,134,2.5,1,2.5,2.5,1,TRUE,Salty,Food
182,14576353351,1/17/22,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
183,14576926827,1/17/22,GuttenPlans x1367,Red Bull - Original,Credit,148,3,1,3,3,1,FALSE,Carbonated,Drink
184,14577107071,1/17/22,BSQ Mall x1366 - ATT,Monster Energy Original,Credit,146,3,1,3,3,1,FALSE,Carbonated,Drink
185,14577283376,1/17/22,BSQ Mall x1364 - Zales,Poland Springs Water,Cash,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
