Transaction,TransactionOld,TransDate,Machine,Product,Type,Coil,Price,Quantity,LineTotal,TransTotal,BasketSize,Healthy,Category,Group
7123,15751810735,9/30/22,EB Public Library x1380,SunChips Multigrain - Salsa,Cash,113,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7124,15751974532,9/30/22,GuttenPlans x1367,Coca Cola - Regular,Cash,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7125,15752101231,9/30/22,GuttenPlans x1367,Monster Energy Original,Credit,144,3,1,3,3,1,FALSE,Carbonated,Drink
7126,15752480309,9/30/22,GuttenPlans x1367,Doritos Famin Hot Nacho,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7127,15753802240,10/1/22,BSQ Mall x1366 - ATT,SunChips Multigrain - Harvest Cheddar,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7128,15754052497,10/1/22,EB Public Library x1380,CheezIt - Double Cheese,Credit,122,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7129,15754111172,10/1/22,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Cash,138,2,1,2,2,1,FALSE,Sweet,Food
7130,15754112869,10/1/22,EB Public Library x1380,Goldfish Baked - Cheddar,Cash,125,1.25,1,1.25,1.25,1,TRUE,Salty,Food
7131,15754115473,10/1/22,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt Original,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7132,15754587794,10/1/22,EB Public Library x1380,Pringles - Sour Cream & Onion,Cash,154,3,1,3,3,1,FALSE,Salty,Food
7133,15754828046,10/1/22,EB Public Library x1380,Poland Springs Water,Cash,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
7134,15754928293,10/1/22,EB Public Library x1380,Pringles - Original,Cash,161,3,1,3,3,1,FALSE,Salty,Food
7135,15754933631,10/1/22,EB Public Library x1380,BodyArmor LYTE  - Peach Mango,Cash,147,2.75,1,2.75,2.75,1,TRUE,Water,Drink
7136,15755103734,10/1/22,BSQ Mall x1364 - Zales,Poland Springs Water,Credit,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
7137,15755106408,10/1/22,BSQ Mall x1364 - Zales,Poland Springs Water,Credit,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
7138,15755109623,10/1/22,BSQ Mall x1364 - Zales,BodyArmor LYTE  - Peach Mango,Credit,145,2.75,1,2.75,2.75,1,TRUE,Water,Drink
7139,15755279127,10/1/22,EB Public Library x1380,CheezIt - Double Cheese,Credit,122,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7140,15755659818,10/1/22,BSQ Mall x1364 - Zales,CheezIt - Original,Credit,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7141,15757373749,10/2/22,BSQ Mall x1364 - Zales,Poland Springs Water,Cash,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
7142,15757601397,10/2/22,EB Public Library x1380,Pringles - Cheddar Cheese,Credit,156,3,1,3,3,1,FALSE,Salty,Food
7143,15757790625,10/2/22,BSQ Mall x1364 - Zales,SunChips Multigrain - Harvest Cheddar,Cash,125,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7144,15757797436,10/2/22,BSQ Mall x1364 - Zales,CheezIt - White Cheddar,Cash,124,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7145,15757797811,10/2/22,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Cash,130,2,1,2,2,1,TRUE,Salty,Food
7146,15757837538,10/2/22,EB Public Library x1380,Coca Cola - Zero Sugar,Credit,141,2,1,2,2,1,TRUE,Carbonated,Drink
7147,15758464483,10/2/22,BSQ Mall x1364 - Zales,Snapple Diet Tea - Peach Tea,Credit,143,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
7148,15760859370,10/3/22,Earle Asphalt x1371,Pop Corners - Sea Salt,Credit,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7149,15761121890,10/3/22,Earle Asphalt x1371,SunChips Multigrain - Original,Cash,120,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7150,15761155295,10/3/22,EB Public Library x1380,Mini Chips Ahoy,Credit,155,4,1,4,4,1,FALSE,Sweet,Food
7151,15762179806,10/3/22,EB Public Library x1380,Coca Cola - Zero Sugar,Credit,141,2,1,2,5,2,TRUE,Carbonated,Drink
7152,15762179806,10/3/22,EB Public Library x1380,Pringles - Sour Cream & Onion,Credit,154,3,1,3,5,2,FALSE,Salty,Food
7153,15762215377,10/3/22,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Credit,139,2,1,2,3.5,2,TRUE,Sweet,Food
7154,15762215377,10/3/22,EB Public Library x1380,Spindrift - Sparkling Water  Grapefruit,Credit,142,1.5,1,1.5,3.5,2,TRUE,Carbonated,Drink
7155,15762219383,10/3/22,EB Public Library x1380,Spindrift - Sparkling Water  Grapefruit,Credit,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
7156,15762742788,10/3/22,GuttenPlans x1367,Doritos Famin Hot Nacho,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7157,15762841610,10/3/22,GuttenPlans x1367,Funyuns - Flaming Hot,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7158,15762842890,10/3/22,GuttenPlans x1367,Coca Cola - Regular,Cash,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7159,15763032213,10/3/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
7160,15763031907,10/3/22,Earle Asphalt x1371,SunChips Multigrain - Original,Cash,120,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7161,15763372383,10/3/22,EB Public Library x1380,Pringles - Cheddar Cheese,Credit,153,3,1,3,3,1,FALSE,Salty,Food
7162,15763427764,10/3/22,GuttenPlans x1367,Monster Energy Original,Credit,144,3,1,3,3,1,FALSE,Carbonated,Drink
7163,15763632192,10/3/22,GuttenPlans x1367,Cheetos Baked - Crunchy Cheese,Cash,110,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7164,15763632332,10/3/22,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Cash,113,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7165,15763632448,10/3/22,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Cash,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7166,15763723360,10/3/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
7167,15763724377,10/3/22,GuttenPlans x1367,Coca Cola - Regular,Cash,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7168,15763770542,10/3/22,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Credit,138,2,2,4,4,1,FALSE,Sweet,Food
7169,15763799360,10/3/22,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Cash,130,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
7170,15764091898,10/3/22,BSQ Mall x1366 - ATT,Popchips Potato - Barbeque,Credit,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7171,15764193900,10/3/22,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Cash,138,2,1,2,2,1,FALSE,Sweet,Food
7172,15764221275,10/3/22,EB Public Library x1380,Kinder - Bueno - Crispy Creamy Chocolate,Cash,138,2,1,2,2,1,FALSE,Sweet,Food
7173,15764260381,10/3/22,GuttenPlans x1367,Doritos Famin Hot Nacho,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7174,15764264043,10/3/22,EB Public Library x1380,SunChips Multigrain - Original,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7175,15764914597,10/3/22,BSQ Mall x1366 - ATT,Spindrift - Sparkling Water - Pineapple,Cash,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
7176,15765148227,10/4/22,BSQ Mall x1364 - Zales,Keto Krisp - Almond Butter,Cash,139,2,1,2,2,1,TRUE,Carbonated,Drink
7177,15765148227,10/4/22,BSQ Mall x1364 - Zales,Keto Krisp - Almond Butter,Cash,139,2,1,2,2,1,TRUE,Sweet,Food
7178,15765195880,10/4/22,GuttenPlans x1367,Doritos Nacho Cheese,Cash,122,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7179,15765661918,10/4/22,Earle Asphalt x1371,Lindens - Chocolate Chippers,Credit,124,2,1,2,2,1,FALSE,Sweet,Food
7180,15765732016,10/4/22,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Credit,131,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
7181,15766211925,10/4/22,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Credit,146,3.5,1,3.5,3.5,1,FALSE,Non Carbonated,Drink
7182,15766385045,10/4/22,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Credit,146,3.5,1,3.5,3.5,1,FALSE,Non Carbonated,Drink
7183,15766616591,10/4/22,GuttenPlans x1367,Snapple Tea - Peach,Credit,147,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
7184,15767405611,10/4/22,EB Public Library x1380,SunChips Multigrain - Salsa,Credit,113,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7185,15767484166,10/4/22,Earle Asphalt x1371,SunChips Multigrain - Original,Cash,120,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7186,15767562111,10/4/22,EB Public Library x1380,Poland Springs Water,Credit,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
7187,15767569460,10/4/22,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Cheddar,Credit,114,2.5,1,2.5,2.5,1,FALSE,Salty,Food
7188,15767579167,10/4/22,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Credit,139,2,1,2,3.5,2,TRUE,Sweet,Food
7189,15767579167,10/4/22,EB Public Library x1380,Spindrift - Sparkling Water  Grapefruit,Credit,142,1.5,1,1.5,3.5,2,TRUE,Carbonated,Drink
7190,15767592521,10/4/22,GuttenPlans x1367,Coca Cola - Regular,Cash,142,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7191,15767595559,10/4/22,GuttenPlans x1367,Goldfish Baked - Cheddar,Cash,125,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7192,15767620973,10/4/22,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Cheddar,Credit,114,2.5,3,7.5,7.5,1,FALSE,Salty,Food
7193,15768389220,10/4/22,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Credit,148,3,1,3,3,1,TRUE,Carbonated,Drink
7194,15768665425,10/4/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
7195,15768665719,10/4/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
7196,15768666908,10/4/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
7197,15768610389,10/4/22,EB Public Library x1380,Simply Protein - Peanut Butter Chocolate,Credit,131,2,1,2,2,1,TRUE,Sweet,Food
7198,15769179031,10/4/22,Earle Asphalt x1371,Popchips Potato - Sour Cream & Onion,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7199,15769364055,10/4/22,GuttenPlans x1367,Coca Cola - Regular,Cash,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7200,15769425580,10/4/22,GuttenPlans x1367,Cheetos Baked - Crunchy Cheese,Cash,110,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7201,15769515462,10/4/22,EB Public Library x1380,Mini Chips Ahoy,Credit,155,4,1,4,9,2,FALSE,Sweet,Food
7202,15769515462,10/4/22,EB Public Library x1380,Ice Breakers Ice Cubes - PepperMint,Credit,162,5,1,5,9,2,TRUE,Sweet,Food
7203,15769598967,10/4/22,EB Public Library x1380,Bai Antioxidant - Tanzania Lemon Super Tea,Credit,145,2.75,1,2.75,2.75,1,TRUE,Non Carbonated,Drink
7204,15769608018,10/4/22,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Credit,146,3.5,1,3.5,3.5,1,FALSE,Non Carbonated,Drink
7205,15769616493,10/4/22,GuttenPlans x1367,Coca Cola - Regular,Cash,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7206,15769927440,10/4/22,BSQ Mall x1364 - Zales,SunChips Multigrain - Harvest Cheddar,Credit,125,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7207,15770076166,10/4/22,EB Public Library x1380,CheezIt - Go Paks,Credit,151,4,2,8,8,1,FALSE,Salty,Food
7208,15770117162,10/4/22,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt Original,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7209,15770138094,10/4/22,BSQ Mall x1366 - ATT,Robert Irvine's - Fit Crunch -  Chocolate Pea,Cash,138,2,1,2,2,1,TRUE,Salty,Food
7210,15770176389,10/4/22,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Cash,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7211,15770206258,10/4/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
7212,15770190169,10/4/22,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Credit,148,3,1,3,3,1,TRUE,Carbonated,Drink
7213,15770576759,10/4/22,GuttenPlans x1367,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
7214,15770666456,10/4/22,GuttenPlans x1367,SunChips Multigrain - Harvest Cheddar,Cash,121,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7215,15770758797,10/4/22,GuttenPlans x1367,Coca Cola - Regular,Cash,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7216,15770770891,10/4/22,GuttenPlans x1367,Coca Cola - Regular,Cash,142,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7217,15771357229,10/5/22,GuttenPlans x1367,Snapple Tea - Peach,Cash,147,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
7218,15771357276,10/5/22,GuttenPlans x1367,Snapple Tea - Raspberry,Cash,143,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
7219,15771436955,10/5/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
7220,15771641452,10/5/22,GuttenPlans x1367,Red Bull - Original,Credit,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
7221,15771920337,10/5/22,GuttenPlans x1367,Snapple Tea - Peach,Credit,147,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
7222,15772013404,10/5/22,GuttenPlans x1367,Coca Cola - Regular,Cash,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7223,15772013160,10/5/22,GuttenPlans x1367,Cheetos Baked - Crunchy Cheese,Cash,110,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7224,15772191504,10/5/22,GuttenPlans x1367,Coca Cola - Regular,Cash,142,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7225,15772205267,10/5/22,GuttenPlans x1367,Coca Cola - Regular,Cash,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7226,15772202879,10/5/22,Earle Asphalt x1371,Popchips Potato - Sour Cream & Onion,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7227,15772377858,10/5/22,EB Public Library x1380,CheezIt - White Cheddar,Cash,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7228,15772935707,10/5/22,Earle Asphalt x1371,SunChips Multigrain - Original,Cash,120,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7229,15772969623,10/5/22,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Credit,146,3.5,1,3.5,3.5,1,FALSE,Non Carbonated,Drink
7230,15773352573,10/5/22,EB Public Library x1380,Spindrift - Sparkling Water  Grapefruit,Credit,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
7231,15773362328,10/5/22,GuttenPlans x1367,Coca Cola - Regular,Credit,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7232,15773624117,10/5/22,EB Public Library x1380,Coca Cola - Zero Sugar,Credit,141,2,1,2,5,2,TRUE,Carbonated,Drink
7233,15773624117,10/5/22,EB Public Library x1380,Pringles - Sour Cream & Onion,Credit,154,3,1,3,5,2,FALSE,Salty,Food
7234,15773657209,10/5/22,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Credit,148,3,1,3,3,1,TRUE,Carbonated,Drink
7235,15773672434,10/5/22,GuttenPlans x1367,Doritos Famin Hot Nacho,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7236,15773712623,10/5/22,EB Public Library x1380,Poland Springs Water,Credit,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
7237,15773718804,10/5/22,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Credit,148,3,1,3,3,1,TRUE,Carbonated,Drink
7238,15773846540,10/5/22,GuttenPlans x1367,Snapple Tea - Peach,Cash,147,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
7239,15773844835,10/5/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
7240,15773845236,10/5/22,GuttenPlans x1367,Red Bull - Original,Credit,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
7241,15773845748,10/5/22,GuttenPlans x1367,Red Bull - Original,Credit,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
7242,15773940048,10/5/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
7243,15774019347,10/5/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
7244,15774344336,10/5/22,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Credit,139,2,1,2,2,1,TRUE,Sweet,Food
7245,15774904658,10/5/22,BSQ Mall x1364 - Zales,CheezIt - Original,Cash,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7246,15775041359,10/5/22,EB Public Library x1380,CheezIt - Go Paks,Credit,165,4,1,4,4,1,FALSE,Salty,Food
7247,15775051875,10/5/22,EB Public Library x1380,Ice Breakers Ice Cubes - PepperMint,Credit,162,5,1,5,6.5,2,TRUE,Sweet,Food
7248,15775051875,10/5/22,EB Public Library x1380,Poland Springs Water,Credit,144,1.5,1,1.5,6.5,2,TRUE,Water,Drink
7249,15775230260,10/5/22,GuttenPlans x1367,Coca Cola - Regular,Cash,142,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7250,15775292179,10/5/22,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Credit,146,3.5,1,3.5,3.5,1,FALSE,Non Carbonated,Drink
7251,15775447236,10/5/22,GuttenPlans x1367,Doritos Famin Hot Nacho,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7252,15775447422,10/5/22,GuttenPlans x1367,Snapple Tea - Raspberry,Cash,143,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
7253,15776211554,10/5/22,GuttenPlans x1367,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
7254,15776282359,10/5/22,GuttenPlans x1367,Coca Cola - Regular,Cash,142,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7255,15776295724,10/5/22,GuttenPlans x1367,SunChips Multigrain - Harvest Cheddar,Cash,121,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7256,15776320009,10/5/22,GuttenPlans x1367,Coca Cola - Regular,Cash,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7257,15776345555,10/5/22,GuttenPlans x1367,Cheetos Baked - Crunchy Cheese,Cash,110,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7258,15776442332,10/5/22,GuttenPlans x1367,Coca Cola - Regular,Cash,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7259,15776786322,10/6/22,GuttenPlans x1367,Coca Cola - Regular,Cash,142,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7260,15776802606,10/6/22,GuttenPlans x1367,Snapple Tea - Raspberry,Credit,143,2.5,1,2.5,5.5,1,FALSE,Non Carbonated,Drink
7261,15777126462,10/6/22,GuttenPlans x1367,Snapple Tea - Peach,Cash,147,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
7262,15777128378,10/6/22,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Cash,130,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
7263,15777347875,10/6/22,GuttenPlans x1367,Red Bull - Original,Credit,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
7264,15777691974,10/6/22,Earle Asphalt x1371,Simply Protein - Lemon Coconut,Cash,138,2,1,2,2,1,TRUE,Sweet,Food
7265,15777888475,10/6/22,EB Public Library x1380,Poland Springs Water,Credit,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
7266,15778155346,10/6/22,GuttenPlans x1367,Cheetos Baked - Crunchy Cheese,Cash,110,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7267,15778378038,10/6/22,Earle Asphalt x1371,SunChips Multigrain - Original,Cash,120,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7268,15778458402,10/6/22,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Credit,146,3.5,1,3.5,3.5,1,FALSE,Non Carbonated,Drink
7269,15778552068,10/6/22,EB Public Library x1380,Coca Cola - Zero Sugar,Credit,141,2,1,2,5,2,TRUE,Carbonated,Drink
7270,15778552068,10/6/22,EB Public Library x1380,Pringles - Sour Cream & Onion,Credit,154,3,1,3,5,2,FALSE,Salty,Food
7271,15778924219,10/6/22,Earle Asphalt x1371,Popchips Potato - Sea Salt,Credit,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7272,15779053893,10/6/22,Earle Asphalt x1371,Popchips Potato - Sour Cream & Onion,Credit,112,1.5,1,1.5,3,2,FALSE,Salty,Food
7273,15779053893,10/6/22,Earle Asphalt x1371,Pop Corners - Kettle Corn,Credit,110,1.5,1,1.5,3,2,FALSE,Salty,Food
7274,15779200270,10/6/22,EB Public Library x1380,Simply Protein - Dark Chocolate Sea Salt,Credit,137,2,2,4,4,1,TRUE,Sweet,Food
7275,15779507120,10/6/22,BSQ Mall x1364 - Zales,SunChips Multigrain - Harvest Cheddar,Cash,125,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7276,15779779682,10/6/22,Earle Asphalt x1371,Pop Corners - Kettle Corn,Credit,110,1.5,1,1.5,2.75,2,FALSE,Salty,Food
7277,15779779682,10/6/22,Earle Asphalt x1371,Goldfish Baked - Cheddar,Credit,125,1.25,1,1.25,2.75,2,TRUE,Salty,Food
7278,15780231066,10/6/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
7279,15780530196,10/6/22,BSQ Mall x1366 - ATT,Snapple Tea - Raspberry,Cash,144,2.75,1,2.75,2.75,1,FALSE,Non Carbonated,Drink
7280,15780535025,10/6/22,BSQ Mall x1366 - ATT,SunChips Multigrain - Harvest Cheddar,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7281,15781170977,10/6/22,GuttenPlans x1367,Monster Energy Original,Credit,144,3,1,3,6,2,FALSE,Carbonated,Drink
7282,15781170977,10/6/22,GuttenPlans x1367,Cheetos Flaming Hot Limon Crunchy,Credit,113,1.5,1,1.5,6,2,FALSE,Salty,Food
7283,15781198936,10/6/22,GuttenPlans x1367,Coca Cola - Regular,Cash,142,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7284,15781327780,10/6/22,GuttenPlans x1367,SunChips Multigrain - Harvest Cheddar,Cash,121,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7285,15781473271,10/6/22,EB Public Library x1380,Coca Cola - Zero Sugar,Credit,141,2,1,2,2,1,TRUE,Carbonated,Drink
7286,15781517950,10/6/22,BSQ Mall x1364 - Zales,Monster Energy Original,Credit,146,3,1,3,3,1,FALSE,Carbonated,Drink
7287,15781521821,10/6/22,EB Public Library x1380,Spindrift - Sparkling Water  Grapefruit,Credit,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
7288,15782210655,10/6/22,GuttenPlans x1367,Chesters Fries Flaming hot,Cash,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7289,15782210704,10/6/22,GuttenPlans x1367,Coca Cola - Regular,Cash,142,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7290,15782255826,10/6/22,GuttenPlans x1367,SunChips Multigrain - Harvest Cheddar,Cash,121,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7291,15782269990,10/6/22,GuttenPlans x1367,Coca Cola - Regular,Cash,142,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
7292,15782364889,10/6/22,GuttenPlans x1367,SunChips Multigrain - Original,Cash,120,1.5,1,1.5,1.5,1,TRUE,Salty,Food
7293,15783524218,10/7/22,BSQ Mall x1366 - ATT,Bai Antioxidant - Zambia Bingcherry,Credit,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
7294,15783605229,10/7/22,Earle Asphalt x1371,Simply Protein - Lemon Coconut,Cash,138,2,1,2,2,1,TRUE,Sweet,Food
7295,15784216415,10/7/22,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Credit,148,3,1,3,3,1,TRUE,Carbonated,Drink
7296,15784873710,10/7/22,Earle Asphalt x1371,Popchips Potato - Sour Cream & Onion,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7297,15784874130,10/7/22,Earle Asphalt x1371,Pop Corners - Kettle Corn,Cash,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
7298,15784876032,10/7/22,Earle Asphalt x1371,Lindens - Chocolate Chippers,Cash,124,2,1,2,2,1,FALSE,Sweet,Food
7299,15785289791,10/7/22,Earle Asphalt x1371,Fritos - Original,Credit,121,1.5,1,1.5,3,2,FALSE,Salty,Food
7300,15785289791,10/7/22,Earle Asphalt x1371,Newtons Fig Bar,Credit,130,1.5,1,1.5,3,2,TRUE,Sweet,Food
7301,15785575347,10/7/22,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Credit,139,2,1,2,2,1,TRUE,Sweet,Food
7302,15785581660,10/7/22,EB Public Library x1380,BodyArmor LYTE  - Peach Mango,Credit,147,2.75,1,2.75,2.75,1,TRUE,Water,Drink
7303,15785737670,10/7/22,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Credit,139,2,1,2,2,1,TRUE,Sweet,Food
7304,15785770504,10/7/22,BSQ Mall x1364 - Zales,Snapple Tea - Raspberry,Credit,147,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
7305,15786295398,10/7/22,EB Public Library x1380,Iberia Coconut Water,Credit,140,2,1,2,2,1,TRUE,Non Carbonated,Drink
7306,15786313449,10/7/22,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Credit,130,2,1,2,2,1,TRUE,Salty,Food
7307,15786316984,10/7/22,EB Public Library x1380,Coca Cola - Zero Sugar,Credit,141,2,1,2,2,1,TRUE,Carbonated,Drink
7308,15786333633,10/7/22,EB Public Library x1380,Coca Cola - Zero Sugar,Credit,141,2,2,4,4,1,TRUE,Carbonated,Drink
7309,15786567697,10/7/22,EB Public Library x1380,Mini Chips Ahoy,Credit,155,4,1,4,4,1,FALSE,Sweet,Food
